"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-02,"EX",1063987,2.242,911213,2.271,102455,18100,5400,125955,11.838,2.794,0,0,0,0,14040,8800,0,22840,2.147,112229,33069,79160,10.548,89.102,2.871,1223,0.115,1.102,935,288,17767,1.67,-2.186,2.39,72649,39580,33069,6.828,3.72,7.973,4.344,935,288,0.088,0.027,16216,1551,1.524,0.146,1.78,0.17,1.304,-3.252,0.733,10.549,28.055,24.621,22.629,39.326,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"GA",2021-03-02,"GA",2701819,5.694,2362643,5.887,179125,46100,9800,235025,8.699,5.213,0,0,0,0,25740,22300,0,48040,1.778,223906,106068,117838,8.287,95.269,5.728,6111,0.226,2.806,6083,28,53362,1.975,-2.36,7.177,164987,58919,106068,6.107,2.181,6.983,2.494,6083,28,0.225,0.001,52495,867,1.943,0.032,2.222,0.037,3.828,-2.104,0.048,-15.743,0.597,-8.447,9.68,-18.315,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"RI",2021-03-02,"RI",319914,0.674,270788,0.675,28145,5400,1400,34945,10.923,0.775,0,0,0,0,4680,2600,0,7280,2.276,28978,10418,18560,9.058,82.925,0.741,1592,0.498,5.813,1517,75,4073,1.273,27.401,0.548,19698,9280,10418,6.157,2.901,7.274,3.427,1517,75,0.474,0.023,3986,87,1.246,0.027,1.472,0.032,8.344,28.415,0.815,-6.452,9.941,14.985,10.578,8.652,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"MD",2021-03-02,"MD",6779888,14.288,5695623,14.193,464415,115600,25400,605415,8.93,13.427,0,0,0,0,65520,55800,0,121320,1.789,509698,158366,351332,7.518,84.19,13.04,37099,0.547,7.85,36638,461,127518,1.881,36.005,17.15,334032,175666,158366,4.927,2.591,5.865,3.084,36638,461,0.54,0.007,121617,5901,1.794,0.087,2.135,0.104,12.32,39.386,0.263,-9.327,-8.735,-6.026,-11.512,-2.959,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"MC",2021-03-02,"MC",1511251,3.185,1237479,3.084,121235,25700,6600,153535,10.159,3.405,0,0,0,0,17550,12400,0,29950,1.982,124534,23422,101112,8.24,81.111,3.186,1170,0.077,0.948,847,323,16244,1.075,-4.143,2.185,73978,50556,23422,4.895,3.345,5.978,4.085,847,323,0.056,0.021,12465,3779,0.825,0.25,1.007,0.305,1.158,0.858,0.643,-17.615,0.031,6.907,-12.087,25.281,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"NC",2021-03-02,"NC",661197,1.393,552935,1.378,55725,11200,2900,69825,10.56,1.549,0,0,0,0,9360,5400,0,14760,2.232,62070,18086,43984,9.388,88.894,1.588,1373,0.208,2.262,1100,273,10254,1.551,-21.963,1.379,40078,21992,18086,6.061,3.326,7.248,3.977,1100,273,0.166,0.041,8352,1902,1.263,0.288,1.51,0.344,2.822,-22.394,1.257,-20.017,13.999,11.199,8.854,24.569,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"PV",2021-03-02,"PV",2220504,4.68,1898123,4.73,148410,37900,7900,194210,8.746,4.307,0,0,0,0,21060,18300,0,39360,1.773,131551,35447,96104,5.924,67.736,3.366,3922,0.177,3.073,3362,560,16983,0.765,13.614,2.284,83499,48052,35447,3.76,2.164,4.399,2.532,3362,560,0.151,0.025,13833,3150,0.623,0.142,0.729,0.166,4.195,15.141,1.179,7.362,-28.077,-7.97,-32.471,-18.951,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"CE",2021-03-02,"CE",84202,0.177,66158,0.165,4320,1500,400,6220,7.387,0.138,0,0,0,0,0,700,0,700,0.831,6334,3944,2390,7.522,101.833,0.162,61,0.072,0.972,2,59,808,0.96,-24.06,0.109,5139,1195,3944,6.103,1.419,7.768,1.806,2,59,0.002,0.07,700,108,0.831,0.128,1.058,0.163,0.039,-30.966,5.194,116,-8.475,-22.034,9.608,-46.854,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"ML",2021-03-02,"ML",87076,0.184,66178,0.165,3150,1500,400,5050,5.8,0.112,0,0,0,0,0,700,0,700,0.804,4984,2432,2552,5.724,98.693,0.128,274,0.315,5.817,265,9,889,1.021,44.318,0.12,3708,1276,2432,4.258,1.465,5.603,1.928,265,9,0.304,0.01,875,14,1.005,0.016,1.322,0.021,7.697,43.208,0.71,180,-30.435,-39.13,-23.527,-45.131,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"FFAA",2021-03-02,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
"ES",2021-03-02,"ES",47450795,100,40129822,100,3508245,808600,192000,4508845,9.502,100,0,0,0,0,496080,390600,0,886680,1.869,3908734,1375334,2533400,8.237,86.69,100,79269,0.167,2.07,74417,4852,743543,1.567,0.599,100,2642034,1266700,1375334,5.568,2.67,6.584,3.157,74417,4852,0.157,0.01,685148,58395,1.444,0.123,1.707,0.146,2.898,1.605,0.385,-9.866,0,0,0,0,2021-06-28,2021-10-03,2022-01-08,2025-06-04,2028-07-16,2031-08-28,2024-09-08,2027-04-25,2029-12-09
