"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_1dosis_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","personas_1dosis_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-03-23,"EX",1063987,2.242,911213,2.271,143405,43200,17800,204405,19.211,2.66,0,0,0,0,14040,5100,6900,26040,2.447,171479,40297,131182,16.117,83.892,2.676,1455,0.137,0.856,20452,1.922,-4.475,3.066,105888,40297,65591,9.952,6.165,3.787,11.621,7.198,4.422,615,840,0.058,0.079,-225,8693,11759,0.817,1.105,0.954,1.29,-3066,0.584,-8.282,1.297,-1.45,19.358,18.644,11.047,35.644
"GA",2021-03-23,"GA",2701819,5.694,2362643,5.887,313675,109800,41400,464875,17.206,6.05,0,0,0,0,45630,12900,21500,80030,2.962,392134,145044,247090,14.514,84.353,6.118,6732,0.249,1.747,41563,1.538,-11.696,6.232,268589,145044,123545,9.941,4.573,5.368,11.368,5.229,6.139,3173,3559,0.117,0.132,-386,13827,27736,0.512,1.027,0.585,1.174,-13909,1.195,-14.764,2.966,-10.082,7.446,6.252,10.924,0.616
"RI",2021-03-23,"RI",319914,0.674,270788,0.675,41015,12900,4800,58715,18.353,0.764,0,0,0,0,4680,1500,2100,8280,2.588,50952,15854,35098,15.927,86.779,0.795,902,0.282,1.802,4071,1.273,-12.395,0.61,33403,15854,17549,10.441,5.486,4.956,12.335,6.481,5.855,127,775,0.04,0.242,-648,580,3491,0.181,1.091,0.214,1.289,-2911,0.382,-45.024,4.62,-2.812,17.953,13.353,16.503,20.704
"MD",2021-03-23,"MD",6779888,14.288,5695623,14.193,667995,275500,85200,1028695,15.173,13.387,0,0,0,0,69030,32400,33900,135330,1.996,861028,362584,498444,12.7,83.701,13.434,12822,0.189,1.512,68737,1.014,-0.237,10.306,611806,362584,249222,9.024,3.676,5.348,10.742,4.376,6.366,-4011,16833,-0.059,0.248,-20844,18657,50080,0.275,0.739,0.328,0.879,-31423,-0.651,-41.635,7.243,35.593,-5.977,-6.306,0.692,-19.12
"MC",2021-03-23,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,0,0,0,0,14040,7200,6400,27640,1.829,199568,67286,132282,13.205,82.031,3.114,1532,0.101,0.774,18918,1.252,-9.492,2.836,133427,67286,66141,8.829,4.377,4.452,10.782,5.345,5.437,68,1464,0.004,0.097,-1396,10758,8160,0.712,0.54,0.869,0.659,2598,0.051,-22.201,2.264,15.352,-2.229,-0.597,-1.484,-3.696
"NC",2021-03-23,"NC",661197,1.393,552935,1.378,76785,26800,9700,113285,17.133,1.474,0,0,0,0,7020,3200,3800,14020,2.12,100046,37806,62240,15.131,88.314,1.561,738,0.112,0.743,13575,2.053,-5.249,2.035,68926,37806,31120,10.424,4.707,5.718,12.465,5.628,6.837,446,292,0.067,0.044,154,10684,2891,1.616,0.437,1.932,0.523,7793,0.651,-3.128,0.947,-12.341,12.06,5.815,16.313,3.564
"PV",2021-03-23,"PV",2220504,4.68,1898123,4.73,238500,90200,30800,359500,16.19,4.678,0,0,0,0,30420,10600,14800,55820,2.514,277455,126429,151026,12.495,77.178,4.329,14490,0.653,5.51,37293,1.679,30.807,5.591,201942,126429,75513,9.094,3.401,5.694,10.639,3.978,6.661,11588,2902,0.522,0.131,8686,27405,9888,1.234,0.445,1.444,0.521,17517,6.088,34.332,3.997,21.939,-7.5,-0.043,1.473,-25.171
"CE",2021-03-23,"CE",84202,0.177,66158,0.165,5490,3500,900,9890,11.746,0.129,0,0,0,0,0,400,300,700,0.831,9432,4348,5084,11.202,95.369,0.147,0,0,0,154,0.183,0,0.023,6890,4348,2542,8.183,3.019,5.164,10.414,3.842,6.572,0,0,0,0,0,145,9,0.172,0.011,0.219,0.014,136,0,0,0,0,-16.949,-27.119,-8.692,-33.575
"ML",2021-03-23,"ML",87076,0.184,66178,0.165,4320,3500,800,8620,9.899,0.112,0,0,0,0,0,400,200,600,0.689,8937,4163,4774,10.263,103.677,0.139,164,0.188,1.869,1255,1.441,-10.293,0.188,6550,4163,2387,7.522,2.741,4.781,9.898,3.607,6.291,161,3,0.185,0.003,158,1238,17,1.422,0.02,1.871,0.026,1221,2.52,-4.622,0.126,-83.168,-24.457,-39.13,-16.068,-39.692
"FFAA",2021-03-23,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-03-23,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,100,0,0,0,0,539370,226900,262800,1029070,2.169,6409196,2096000,4313196,13.507,83.407,100,87288,0.184,1.381,666978,1.406,-1.482,100,4252598,2096000,2156598,8.962,4.545,4.417,10.597,5.374,5.223,41558,45730,0.088,0.096,-4172,238917,428061,0.504,0.902,0.595,1.067,-189144,0.987,-8.045,2.166,2.605,0,0,0,0
