"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-02-10,"EX",1063987,2.242,911213,2.271,74375,4300,5400,84075,7.902,2.884,11700,0,2900,14600,11700,4300,2900,18900,1.776,71334,13754,57580,6.704,84.846,3.194,2063,0.194,2.978,663,1400,18454,1.734,-5.693,3.939,42544,28790,13754,3.999,2.706,4.669,3.16,663,1400,0.062,0.132,2866,15588,0.269,1.465,0.315,1.711,1.583,-2.979,5.111,-6.176,42.462,28.635,41.258,44.32,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"GA",2021-02-10,"GA",2701819,5.694,2362643,5.887,128815,11000,9800,149615,5.538,5.133,19890,0,5300,25190,19890,11000,5300,36190,1.339,114462,5254,109208,4.236,76.504,5.125,351,0.013,0.308,251,100,23819,0.882,-9.691,5.084,59858,54604,5254,2.215,2.021,2.534,2.311,251,100,0.009,0.004,940,22879,0.035,0.847,0.04,0.968,0.421,0.427,0.183,-10.063,-9.993,-9.852,-21.759,7.787,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"RI",2021-02-10,"RI",319914,0.674,270788,0.675,19955,1300,1400,22655,7.082,0.777,2340,0,800,3140,2340,1300,800,4440,1.388,18970,2976,15994,5.93,83.734,0.849,646,0.202,3.525,426,220,4852,1.517,-5.03,1.036,10973,7997,2976,3.43,2.5,4.052,2.953,426,220,0.133,0.069,1156,3696,0.361,1.155,0.427,1.365,4.039,42.716,2.829,-14.027,25.964,15.282,21.159,33.333,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"MD",2021-02-10,"MD",6779888,14.288,5695623,14.193,333375,27700,25400,386475,5.7,13.259,52650,0,13800,66450,52650,27700,13800,94150,1.389,294615,63545,231070,4.345,76.231,13.192,11925,0.176,4.218,-1406,13331,82758,1.221,-0.525,17.666,179080,115535,63545,2.641,1.704,3.144,2.028,-1406,13331,-0.021,0.197,3125,79633,0.046,1.175,0.055,1.398,-0.779,-41.071,13.044,2.235,-7.671,-7.202,-6.711,-9.12,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"MC",2021-02-10,"MC",1511251,3.185,1237479,3.084,87305,6200,6600,100105,6.624,3.434,14040,0,3600,17640,14040,6200,3600,23840,1.578,78988,23390,55598,5.227,78.905,3.537,1386,0.092,1.786,-469,1855,15980,1.057,-5.281,3.411,51189,27799,23390,3.387,1.839,4.137,2.246,-469,1855,-0.031,0.123,2298,13682,0.152,0.905,0.186,1.106,-0.908,-34.474,7.15,2.38,11.052,7.818,19.64,-1.92,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"NC",2021-02-10,"NC",661197,1.393,552935,1.378,39345,2700,2900,44945,6.798,1.542,5850,0,1600,7450,5850,2700,1600,10150,1.535,36677,10105,26572,5.547,81.604,1.642,1092,0.165,3.069,315,777,8478,1.282,-3.725,1.81,23391,13286,10105,3.538,2.009,4.23,2.403,315,777,0.048,0.118,2340,6138,0.354,0.928,0.423,1.11,1.365,-10.585,6.212,-0.824,17.875,10.696,24.974,7.147,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"PV",2021-02-10,"PV",2220504,4.68,1898123,4.73,107460,9100,7900,124460,5.605,4.27,16380,0,4300,20680,16380,9100,4300,29780,1.341,75634,23036,52598,3.406,60.77,3.387,0,0,0,0,0,12955,0.583,-19.294,2.765,49335,26299,23036,2.222,1.184,2.599,1.386,0,0,0,0,3277,9678,0.148,0.436,0.173,0.51,0,-14.035,0,-20.931,-27.628,-8.761,-21.512,-36.853,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"CE",2021-02-10,"CE",84202,0.177,66158,0.165,4320,400,400,5120,6.081,0.176,2340,0,200,2540,2340,400,200,2940,3.492,2277,351,1926,2.704,44.473,0.102,59,0.07,2.66,60,-1,269,0.319,0.373,0.057,1314,963,351,1.561,1.144,1.986,1.456,60,-1,0.071,-0.001,112,157,0.133,0.186,0.169,0.237,4.785,115.385,-0.104,-27.315,-42.373,-0.565,-44.86,-38.987,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"ML",2021-02-10,"ML",87076,0.184,66178,0.165,3150,400,400,3950,4.536,0.136,1170,0,200,1370,1170,400,200,1770,2.033,2399,239,2160,2.755,60.734,0.107,0,0,0,0,0,27,0.031,-47.059,0.006,1319,1080,239,1.515,1.24,1.993,1.632,0,0,0,0,9,18,0.01,0.021,0.014,0.027,0,-18.182,0,-55,-41.848,-26.087,-46.485,-33.867,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"FFAA",2021-02-10,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
"ES",2021-02-10,"ES",47450795,100,40129822,100,2528955,193800,192000,2914755,6.143,100,397800,0,104400,502200,397800,193800,104400,696000,1.467,2233249,453883,1779366,4.706,76.619,100,66008,0.139,3.046,15107,50901,468471,0.987,-5.204,100,1343566,889683,453883,2.831,1.875,3.348,2.217,15107,50901,0.032,0.107,77766,390705,0.164,0.823,0.194,0.974,1.137,5.197,6.068,-7.033,0,0,0,0,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
