"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-01-09,"EX",1063987,2.242,911213,2.271,21725,0,0,21725,2.042,NA,0,0,0,0,21725,0,0,21725,2.042,6252,6252,0,0.588,NA,1.95,1525,0.143,32.261,1525,0,6252,0.588,32.261,1.95,6252,0,6252,NA,NA,NA,NA,1525,0,0.143,0,6252,0,0.588,0,0.686,0,32.261,32.261,NA,NA,-13.024,NA,NA,NA
"GA",2021-01-09,"GA",2701819,5.694,2362643,5.887,37555,0,0,37555,1.39,NA,0,0,0,0,37555,0,0,37555,1.39,26639,26639,0,0.986,NA,8.307,1889,0.07,7.632,1889,0,26639,0.986,7.632,8.307,26639,0,26639,NA,NA,NA,NA,1889,0,0.07,0,26639,0,0.986,0,1.128,0,7.632,7.632,NA,NA,45.89,NA,NA,NA
"RI",2021-01-09,"RI",319914,0.674,270788,0.675,5915,0,0,5915,1.849,NA,0,0,0,0,5915,0,0,5915,1.849,2268,2268,0,0.709,NA,0.707,594,0.186,35.484,594,0,2268,0.709,35.484,0.707,2268,0,2268,NA,NA,NA,NA,594,0,0.186,0,2268,0,0.709,0,0.838,0,35.484,35.484,NA,NA,4.896,NA,NA,NA
"MD",2021-01-09,"MD",6779888,14.288,5695623,14.193,98790,0,0,98790,1.457,NA,0,0,0,0,98790,0,0,98790,1.457,17734,17734,0,0.262,NA,5.53,3582,0.053,25.311,3582,0,17734,0.262,25.311,5.53,17734,0,17734,NA,NA,NA,NA,3582,0,0.053,0,17734,0,0.262,0,0.311,0,25.311,25.311,NA,NA,-61.296,NA,NA,NA
"MC",2021-01-09,"MC",1511251,3.185,1237479,3.084,25685,0,0,25685,1.7,NA,0,0,0,0,25685,0,0,25685,1.7,9426,9426,0,0.624,NA,2.939,468,0.031,5.224,468,0,9426,0.624,5.224,2.939,9426,0,9426,NA,NA,NA,NA,468,0,0.031,0,9426,0,0.624,0,0.762,0,5.224,5.224,NA,NA,-7.724,NA,NA,NA
"NC",2021-01-09,"NC",661197,1.393,552935,1.378,11850,0,0,11850,1.792,NA,0,0,0,0,11850,0,0,11850,1.792,4291,4291,0,0.649,NA,1.338,588,0.089,15.879,588,0,4291,0.649,15.879,1.338,4291,0,4291,NA,NA,NA,NA,588,0,0.089,0,4291,0,0.649,0,0.776,0,15.879,15.879,NA,NA,-3.948,NA,NA,NA
"PV",2021-01-09,"PV",2220504,4.68,1898123,4.73,31605,0,0,31605,1.423,NA,0,0,0,0,31605,0,0,31605,1.423,10908,10908,0,0.491,NA,3.402,1097,0.049,11.181,1097,0,10908,0.491,11.181,3.402,10908,0,10908,NA,NA,NA,NA,1097,0,0.049,0,10908,0,0.491,0,0.575,0,11.181,11.181,NA,NA,-27.308,NA,NA,NA
"CE",2021-01-09,"CE",84202,0.177,66158,0.165,1005,0,0,1005,1.194,NA,0,0,0,0,1005,0,0,1005,1.194,657,657,0,0.78,NA,0.205,20,0.024,3.14,20,0,657,0.78,3.14,0.205,657,0,657,NA,NA,NA,NA,20,0,0.024,0,657,0,0.78,0,0.993,0,3.14,3.14,NA,NA,15.819,NA,NA,NA
"ML",2021-01-09,"ML",87076,0.184,66178,0.165,1005,0,0,1005,1.154,NA,0,0,0,0,1005,0,0,1005,1.154,726,726,0,0.834,NA,0.226,53,0.061,7.875,53,0,726,0.834,7.875,0.226,726,0,726,NA,NA,NA,NA,53,0,0.061,0,726,0,0.834,0,1.097,0,7.875,7.875,NA,NA,22.826,NA,NA,NA
"FFAA",2021-01-09,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-01-09,"ES",47450795,100,40129822,100,743925,0,0,743925,1.568,NA,0,0,0,0,743925,0,0,743925,1.568,320681,320681,0,0.676,NA,100,42705,0.09,15.363,42705,0,320681,0.676,15.363,100,320681,0,320681,NA,NA,NA,NA,42705,0,0.09,0,320681,0,0.676,0,0.799,0,15.363,15.363,NA,NA,0,NA,NA,NA
