"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-01-23,"EX",1063987,2.242,911213,2.271,39275,0,1000,40275,3.785,2.992,0,0,0,0,6825,0,0,6825,0.641,33028,31752,1276,3.104,82.006,2.776,49,0.005,0.149,49,0,8942,0.84,-16.093,2.367,32390,638,31752,3.044,0.06,3.555,0.07,49,0,0.005,0,8304,638,0.78,0.06,0.911,0.07,0.152,-17.117,0,0,23.818,33.452,29.587,-62.025
"GA",2021-01-23,"GA",2701819,5.694,2362643,5.887,66805,0,1800,68605,2.539,5.097,0,0,0,0,10725,0,0,10725,0.397,65887,50547,15340,2.439,96.038,5.538,493,0.018,0.754,27,466,13881,0.514,-11.167,3.674,58217,7670,50547,2.155,0.284,2.464,0.325,27,466,0.001,0.017,6261,7620,0.232,0.282,0.265,0.323,0.046,-25.659,6.469,5.775,-2.74,-10.485,-8.259,79.747
"RI",2021-01-23,"RI",319914,0.674,270788,0.675,11765,0,200,11965,3.74,0.889,0,0,0,0,2925,0,0,2925,0.914,9033,8399,634,2.824,75.495,0.759,66,0.021,0.736,66,0,2477,0.774,-17.817,0.656,8716,317,8399,2.724,0.099,3.219,0.117,66,0,0.021,0,2160,317,0.675,0.099,0.798,0.117,0.763,-19.911,0,0,12.611,31.899,15.964,-37.342
"MD",2021-01-23,"MD",6779888,14.288,5695623,14.193,171915,0,4700,176615,2.605,13.12,0,0,0,0,24375,0,0,24375,0.36,158357,153584,4773,2.336,89.662,13.31,3579,0.053,2.312,3455,124,71580,1.056,-6.866,18.946,155970,2387,153583,2.3,0.035,2.738,0.042,3455,124,0.051,0.002,69351,2228,1.023,0.033,1.218,0.039,2.265,-7.029,5.479,-1.547,-6.845,-8.175,-2.086,-77.848
"MC",2021-01-23,"MC",1511251,3.185,1237479,3.084,45185,0,1200,46385,3.069,3.446,0,0,0,0,6825,0,0,6825,0.452,43655,37909,5746,2.889,94.114,3.669,1394,0.092,3.299,607,787,14287,0.945,-6.376,3.782,40782,2873,37909,2.699,0.19,3.296,0.232,607,787,0.04,0.052,11414,2873,0.755,0.19,0.922,0.232,1.511,-13.36,37.728,37.728,15.196,8.195,14.9,20.253
"NC",2021-01-23,"NC",661197,1.393,552935,1.378,20625,0,500,21125,3.195,1.569,0,0,0,0,2925,0,0,2925,0.442,16558,14943,1615,2.504,78.381,1.392,248,0.038,1.521,247,1,6410,0.969,-8.494,1.697,15750,808,14942,2.382,0.122,2.848,0.146,247,1,0.037,0,5602,808,0.847,0.122,1.013,0.146,1.593,-9.616,0.124,0.124,-0.072,12.635,1.405,-22.785
"PV",2021-01-23,"PV",2220504,4.68,1898123,4.73,55980,0,1400,57380,2.584,4.263,0,0,0,0,8775,0,0,8775,0.395,43024,36729,6295,1.938,74.981,3.616,1550,0.07,3.737,1446,104,19539,0.88,2.783,5.172,39876,3148,36728,1.796,0.142,2.101,0.166,1446,104,0.065,0.005,16391,3148,0.738,0.142,0.864,0.166,3.763,2.662,3.417,3.417,-22.735,-8.91,-23.542,-10.127
"CE",2021-01-23,"CE",84202,0.177,66158,0.165,1980,0,200,2180,2.589,0.162,0,0,0,0,975,0,0,975,1.158,1658,912,746,1.969,76.055,0.139,17,0.02,1.036,17,0,704,0.836,0.571,0.186,1285,373,912,1.526,0.443,1.942,0.564,17,0,0.02,0,340,363,0.404,0.431,0.514,0.549,1.341,3.976,0,-2.681,-21.469,-8.475,-35.036,180.38
"ML",2021-01-23,"ML",87076,0.184,66178,0.165,1980,0,200,2180,2.504,0.162,0,0,0,0,975,0,0,975,1.12,1500,1094,406,1.723,68.807,0.126,0,0,0,0,0,250,0.287,-7.407,0.066,1297,203,1094,1.49,0.233,1.96,0.307,0,0,0,0,47,203,0.054,0.233,0.071,0.307,0,-29.851,0,0,-31.522,-11.957,-36.569,47.468
"FFAA",2021-01-23,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-01-23,"ES",47450795,100,40129822,100,1310400,0,35700,1346100,2.837,100,0,0,0,0,205400,0,0,205400,0.433,1189748,1039341,150407,2.507,88.385,100,23923,0.05,2.052,17176,6747,377801,0.796,-4.806,100,1114544,75203,1039341,2.349,0.158,2.777,0.187,17175,6747,0.036,0.014,303368,74431,0.639,0.157,0.756,0.185,1.565,-7.628,9.856,8.728,0,0,0,0
