"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,50975,0,1000,51975,2.938,37790,72.7,3134,2.786,31.044,0.295,0.344,0.352,-19.24,-20.249,-20.303,3.552,24.244,11700,11700,0,0,1413,2349,0.003,0.004,11700,11700,0,0,2880,6849,0.006,0.014,-97.9913916786227,-98.1927710843374
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,87865,0,1800,89665,5.069,72676,81.1,14235,5.358,-10.985,0.527,0.603,0.614,44.455,39.706,38.991,2.69,-5.904,21060,21060,0,0,2193,2292,0.005,0.025,21060,21060,0,0,13038,13572,0.027,0.029,-95.8393113342898,-91.8674698795181
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,14105,0,200,14305,0.809,9618,67.2,684,0.709,19.974,0.214,0.253,0.259,-41.379,-41.429,-41.455,3.006,5.169,2340,2340,0,0,229,231,0,0.001,2340,2340,0,0,640,1283,0.001,0.003,-99.5695839311334,-99.6987951807229
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,228075,0,4700,232775,13.158,174094,74.8,5611,12.834,-7.908,0.083,0.099,0.101,-77.309,-77.157,-77.152,2.568,-10.175,56160,56160,0,0,1538,4593,0.003,0.011,56160,56160,0,0,4799,44900,0.01,0.095,-86.3701578192252,-96.9879518072289
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,59225,0,1200,60425,3.416,50957,84.3,7453,3.757,7.242,0.493,0.602,0.62,35.215,39.653,40.285,3.372,17.951,14040,14040,0,0,1624,2305,0.003,0.01,14040,14040,0,0,5931,11815,0.012,0.025,-96.4131994261119,-96.3855421686747
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,27645,0,500,28145,1.591,20057,71.3,2541,1.479,14.211,0.384,0.46,0.471,5.367,6.558,6.722,3.033,6.114,7020,7020,0,0,784,1354,0.002,0.006,7020,7020,0,0,2038,5498,0.004,0.012,-98.2783357245337,-98.7951807228916
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,74700,0,1400,76100,4.302,50850,66.8,6637,3.749,-8.083,0.299,0.35,0.358,-18.049,-18.922,-19.056,2.29,-19.892,18720,18720,0,0,1478,1923,0.003,0.012,18720,18720,0,0,6247,17327,0.013,0.037,-94.6915351506456,-96.0843373493976
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.123,1829,83.9,503,0.135,-30.379,0.597,0.76,0.786,63.786,76.295,77.977,2.172,-24.015,0,0,0,0,0,0,0,0.001,0,0,0,0,474,719,0.001,0.002,-99.7130559540889,-99.6987951807229
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.123,1713,78.6,414,0.126,-33.027,0.475,0.626,0.648,30.357,45.058,46.782,1.967,-31.183,0,0,0,0,82,82,0,0.001,0,0,0,0,385,387,0.001,0.001,-99.8565279770445,-99.6987951807229
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1733355,0,35700,1769055,100,1356461,76.677,173066,100,0,0.365,0.431,0.442,0,0,0,2.859,0,422955,422955,0,0,49369,65245,0.104,0.294,422955,422955,0,0,157424,330524,0.332,0.697,0,0
