"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_1dosis_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","personas_1dosis_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-01-13,"EX",1063987,2.242,911213,2.271,32450,0,0,32450,3.05,2.94,10725,0,0,10725,10725,0,0,10725,1.008,14293,14293,0,1.343,44.046,2.457,2947,0.277,25.974,11735,1.103,23.008,2.874,14293,14293,0,1.343,0,1.343,1.569,0,1.569,2947,0,0.277,0,2947,11735,0,1.103,0,1.288,0,11735,25.974,23.008,NA,NA,9.59,31.133,9.543,NA
"GA",2021-01-13,"GA",2701819,5.694,2362643,5.887,56080,0,0,56080,2.076,5.081,18525,0,0,18525,18525,0,0,18525,0.686,37745,37745,0,1.397,67.306,6.489,4399,0.163,13.192,21607,0.8,1.28,5.292,37745,37745,0,1.397,0,1.397,1.598,0,1.598,4399,0,0.163,0,4399,21607,0,0.8,0,0.915,0,21607,13.192,1.28,NA,NA,13.962,-10.766,13.948,NA
"RI",2021-01-13,"RI",319914,0.674,270788,0.675,8840,0,0,8840,2.763,0.801,2925,0,0,2925,2925,0,0,2925,0.914,4651,4651,0,1.454,52.613,0.8,825,0.258,21.563,3929,1.228,21.228,0.962,4651,4651,0,1.454,0,1.454,1.718,0,1.718,825,0,0.258,0,825,3929,0,1.228,0,1.451,0,3929,21.563,21.228,NA,NA,18.694,18.843,18.597,NA
"MD",2021-01-13,"MD",6779888,14.288,5695623,14.193,147540,0,0,147540,2.176,13.368,48750,0,0,48750,48750,0,0,48750,0.719,49228,49228,0,0.726,33.366,8.464,13279,0.196,36.938,40892,0.603,33.573,10.015,49228,49228,0,0.726,0,0.726,0.864,0,0.864,13279,0,0.196,0,13279,40892,0,0.603,0,0.718,0,40892,36.938,33.573,NA,NA,-40.761,-6.439,-40.783,NA
"MC",2021-01-13,"MC",1511251,3.185,1237479,3.084,38360,0,0,38360,2.538,3.476,12675,0,0,12675,12675,0,0,12675,0.839,19905,19905,0,1.317,51.89,3.422,3714,0.246,22.939,13787,0.912,22.638,3.377,19905,19905,0,1.317,0,1.317,1.609,0,1.609,3714,0,0.246,0,3714,13787,0,0.912,0,1.114,0,13787,22.939,22.638,NA,NA,7.441,9.137,7.423,NA
"NC",2021-01-13,"NC",661197,1.393,552935,1.378,17700,0,0,17700,2.677,1.604,5850,0,0,5850,5850,0,0,5850,0.885,7420,7420,0,1.122,41.921,1.276,863,0.131,13.162,4614,0.698,18.126,1.13,7420,7420,0,1.122,0,1.122,1.342,0,1.342,863,0,0.131,0,863,4614,0,0.698,0,0.834,0,4614,13.162,18.126,NA,NA,-8.399,15.147,-8.483,NA
"PV",2021-01-13,"PV",2220504,4.68,1898123,4.73,47205,0,0,47205,2.126,4.277,15600,0,0,15600,15600,0,0,15600,0.703,17771,17771,0,0.8,37.646,3.055,2378,0.107,15.449,11127,0.501,13.079,2.725,17771,17771,0,0.8,0,0.8,0.936,0,0.936,2378,0,0.107,0,2378,11127,0,0.501,0,0.586,0,11127,15.449,13.079,NA,NA,-34.722,-8.611,-34.747,NA
"CE",2021-01-13,"CE",84202,0.177,66158,0.165,1005,0,0,1005,1.194,0.091,0,0,0,0,0,0,0,0,0,820,820,0,0.974,81.592,0.141,62,0.074,8.179,274,0.325,13.693,0.067,820,820,0,0.974,0,0.974,1.239,0,1.239,62,0,0.074,0,62,274,0,0.325,0,0.414,0,274,8.179,13.693,NA,NA,-20.339,-48.588,-20.555,NA
"ML",2021-01-13,"ML",87076,0.184,66178,0.165,1005,0,0,1005,1.154,0.091,0,0,0,0,0,0,0,0,0,1005,1005,0,1.154,100,0.173,0,0,0,621,0.713,-6.476,0.152,1005,1005,0,1.154,0,1.154,1.519,0,1.519,0,0,0,0,0,621,0,0.713,0,0.938,0,621,0,-6.476,NA,NA,-5.978,-50.543,-5.873,NA
"FFAA",2021-01-13,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-01-13,"ES",47450795,100,40129822,100,1103700,0,0,1103700,2.326,100,359775,0,0,359775,359775,0,0,359775,0.758,581638,581638,0,1.226,52.699,100,93597,0.197,19.178,408307,0.86,17.093,100,581638,581638,0,1.226,0,1.226,1.449,0,1.449,93597,0,0.197,0,93597,408307,0,0.86,0,1.017,0,408307,19.178,17.093,NA,NA,0,0,0,NA
