"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"GA",2021-03-17,"GA",2701819,5.694,2362643,5.887,313675,109800,41400,464875,17.206,6.05,45630,12900,21500,80030,45630,12900,21500,80030,2.962,360302,156162,204140,13.336,77.505,6.152,9731,0.36,2.776,3470,6261,71041,2.629,-1.057,8.188,258232,102070,156162,9.558,3.778,10.93,4.32,3470,6261,0.128,0.232,46092,24949,1.706,0.923,1.951,1.056,1.362,-11.836,6.535,27.812,8.044,6.252,11.92,-0.657,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"RI",2021-03-17,"RI",319914,0.674,270788,0.675,41015,12900,4800,58715,18.353,0.764,4680,1500,2100,8280,4680,1500,2100,8280,2.588,47744,18506,29238,14.924,81.315,0.815,863,0.27,1.841,302,561,9501,2.97,-6.366,1.095,33125,14619,18506,10.354,4.57,12.233,5.399,302,561,0.094,0.175,6477,3024,2.025,0.945,2.392,1.117,0.92,-12.579,3.991,10.446,20.92,13.353,21.241,20.168,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"MD",2021-03-17,"MD",6779888,14.288,5695623,14.193,667995,275500,85200,1028695,15.173,13.387,69030,32400,33900,135330,69030,32400,33900,135330,1.996,803199,396095,407104,11.847,78.079,13.713,10908,0.161,1.377,6498,4410,109099,1.609,-12.195,12.575,599647,203552,396095,8.844,3.002,10.528,3.574,6498,4410,0.096,0.065,88764,20335,1.309,0.3,1.558,0.357,1.096,-15.996,2.215,9.416,-4.024,-6.306,3.56,-21.062,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"MC",2021-03-17,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,14040,7200,6400,27640,14040,7200,6400,27640,1.829,185005,67809,117196,12.242,76.045,3.159,4355,0.288,2.411,3738,617,33556,2.22,7.256,3.868,126407,58598,67809,8.364,3.877,10.215,4.735,3738,617,0.247,0.041,26591,6965,1.76,0.461,2.149,0.563,3.047,7.43,1.064,6.596,-0.816,-0.597,-2.061,1.946,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"NC",2021-03-17,"NC",661197,1.393,552935,1.378,76785,26800,9700,113285,17.133,1.474,7020,3200,3800,14020,7020,3200,3800,14020,2.12,87756,30124,57632,13.272,77.465,1.498,1285,0.194,1.486,698,587,13013,1.968,6.804,1.5,58940,28816,30124,8.914,4.358,10.659,5.211,698,587,0.106,0.089,9002,4011,1.361,0.607,1.628,0.725,1.198,4.662,2.079,11.945,7.538,5.815,4.379,14.594,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"PV",2021-03-17,"PV",2220504,4.68,1898123,4.73,238500,90200,30800,359500,16.19,4.678,30420,10600,14800,55820,30420,10600,14800,55820,2.514,248786,111984,136802,11.204,69.203,4.248,8624,0.388,3.591,5848,2776,58837,2.65,0.519,6.782,180385,68401,111984,8.124,3.08,9.503,3.604,5848,2776,0.263,0.125,45708,13129,2.058,0.591,2.408,0.692,3.351,-3.496,4.23,17.549,-9.231,-0.043,-4.871,-19.011,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"CE",2021-03-17,"CE",84202,0.177,66158,0.165,5490,3500,900,9890,11.746,0.129,0,400,300,700,0,400,300,700,0.831,9278,4212,5066,11.019,93.812,0.158,0,0,0,0,0,1016,1.207,-7.72,0.117,6745,2533,4212,8.01,3.008,10.195,3.829,0,0,0,0,926,90,1.1,0.107,1.4,0.136,0,-0.216,0,-47.977,-10.734,-27.119,-6.206,-20.905,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"ML",2021-03-17,"ML",87076,0.184,66178,0.165,4320,3500,800,8620,9.899,0.112,0,400,200,600,0,400,200,600,0.689,7685,2943,4742,8.826,89.153,0.131,3,0.003,0.039,2,1,1127,1.294,-18.096,0.13,5314,2371,2943,6.103,2.723,8.03,3.583,2,1,0.002,0.001,709,418,0.814,0.48,1.071,0.632,0.038,-1.936,0.042,-35.988,-28.804,-39.13,-28.536,-28.399,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"FFAA",2021-03-17,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
"ES",2021-03-17,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,100,539370,226900,262800,1029070,539370,226900,262800,1029070,2.169,5857085,2247855,3609230,12.343,76.222,100,114867,0.242,2,38789,76078,867580,1.828,-2.909,100,4052470,1804615,2247855,8.54,3.803,10.098,4.497,38789,76078,0.082,0.16,510803,356777,1.076,0.752,1.273,0.889,0.966,-11.514,4.401,12.797,0,0,0,0,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
