"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_1dosis_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","personas_1dosis_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-03-12,"EX",1063987,2.242,911213,2.271,129365,38100,10900,178365,16.764,2.68,0,0,0,0,14040,11900,0,25940,2.438,144537,43265,101272,13.584,81.034,2.7,4351,0.409,3.104,19346,1.818,2.36,2.195,93901,43265,50636,8.825,4.759,4.066,10.305,5.557,4.748,2377,1974,0.223,0.186,403,11886,7460,1.117,0.701,1.304,0.819,4426,2.597,-0.126,4.057,6.587,20.428,19.536,11.09,42.613
"GA",2021-03-12,"GA",2701819,5.694,2362643,5.887,268045,96900,19900,384845,14.244,5.783,0,0,0,0,45630,30200,0,75830,2.807,311089,147893,163196,11.514,80.835,5.812,11545,0.427,3.854,55475,2.053,0.258,6.295,229491,147893,81598,8.494,3.02,5.474,9.713,3.454,6.26,9277,2268,0.343,0.084,7009,42439,13036,1.571,0.482,1.796,0.552,29403,4.213,11.432,2.859,-24.416,2.072,1.563,6.923,-9.5
"RI",2021-03-12,"RI",319914,0.674,270788,0.675,36335,11400,2700,50435,15.765,0.758,0,0,0,0,4680,3600,0,8280,2.588,42025,16749,25276,13.136,83.325,0.785,1594,0.498,3.943,8709,2.722,-10.732,0.988,29387,16749,12638,9.186,3.95,5.235,10.852,4.667,6.185,1313,281,0.41,0.088,1032,6400,2309,2.001,0.722,2.363,0.853,4091,4.677,-10.389,2.274,-11.668,16.469,12.463,15.634,18.37
"MD",2021-03-12,"MD",6779888,14.288,5695623,14.193,598965,243100,51300,893365,13.177,13.424,0,0,0,0,69030,75900,0,144930,2.138,743606,362570,381036,10.968,83.237,13.892,22932,0.338,3.182,144868,2.137,-2.117,16.44,553088,362570,190518,8.158,2.81,5.348,9.711,3.345,6.366,18896,4036,0.279,0.06,14860,132266,12602,1.951,0.186,2.322,0.221,119664,3.537,-4.421,2.164,31.039,-2.772,-6.047,2.694,-15.793
"MC",2021-03-12,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,164066,54750,109316,10.856,76.082,3.065,7721,0.511,4.938,26866,1.778,2.515,3.049,109408,54750,54658,7.24,3.617,3.623,8.841,4.417,4.424,5395,2326,0.357,0.154,3069,23377,3489,1.547,0.231,1.889,0.282,19888,5.187,-6.466,4.445,187.397,-3.768,1.727,-8.862,8.391
"NC",2021-03-12,"NC",661197,1.393,552935,1.378,69765,23600,5900,99265,15.013,1.492,0,0,0,0,7020,7400,0,14420,2.181,75449,25787,49662,11.411,76.008,1.41,390,0.059,0.52,7200,1.089,-18.284,0.817,50618,25787,24831,7.656,3.755,3.9,9.154,4.491,4.664,390,0,0.059,0,390,6039,1161,0.913,0.176,1.092,0.21,4878,0.776,-12.147,0,-40.062,1.22,7.107,-3.625,12.526
"PV",2021-03-12,"PV",2220504,4.68,1898123,4.73,208080,79600,16000,303680,13.676,4.563,0,0,0,0,30420,24800,0,55220,2.487,200677,84927,115750,9.037,66.082,3.749,0,0,0,44722,2.014,-19.725,5.075,142802,84927,57875,6.431,2.606,3.825,7.523,3.049,4.474,0,0,0,0,0,39299,5423,1.77,0.244,2.07,0.286,33876,0,-18.178,0,-29.397,-19.893,-2.5,-19.046,-21.906
"CE",2021-03-12,"CE",84202,0.177,66158,0.165,5490,3100,600,9190,10.914,0.138,0,0,0,0,0,900,0,900,1.069,8998,3932,5066,10.686,97.911,0.168,427,0.507,4.982,1894,2.249,-11.33,0.215,6465,3932,2533,7.678,3.008,4.67,9.772,3.829,5.943,427,0,0.507,0,427,938,956,1.114,1.135,1.418,1.445,-18,7.072,5.039,0,-23.089,-5.085,-22.034,-3.348,-9.859
"ML",2021-03-12,"ML",87076,0.184,66178,0.165,4320,3100,600,8020,9.21,0.121,0,0,0,0,0,900,0,900,1.034,7178,2994,4184,8.243,89.501,0.134,327,0.376,4.773,1775,2.038,9.365,0.201,5086,2994,2092,5.841,2.402,3.438,7.685,3.161,4.524,257,70,0.295,0.08,187,959,816,1.101,0.937,1.449,1.233,143,5.322,9.35,3.462,9.383,-27.174,-34.239,-26.473,-28.019
"FFAA",2021-03-12,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-03-12,"ES",47450795,100,40129822,100,4567095,1700500,387600,6655195,14.025,100,0,0,0,0,540540,530700,0,1071240,2.258,5352767,2186279,3166488,11.281,80.43,100,180661,0.381,3.493,881190,1.857,-6.556,100,3769523,2186279,1583244,7.944,3.337,4.607,9.393,3.945,5.448,100675,79986,0.212,0.169,20689,640431,240759,1.35,0.507,1.596,0.6,399672,2.744,-14.457,5.321,23.882,0,0,0,0
