"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,115325,26200,10900,152425,2.73,129802,85.2,45432,2.755,21.753,4.27,4.986,5.103,46.451,44.622,44.525,12.2,22.847,0,0,0,0,2256,4611,0.005,0.004,26470,12870,5500,8100,6140,18796,0.013,0.04,-97.8494623655914,-94.921875
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,222415,66700,19900,309015,5.534,270942,87.7,75257,5.75,-2.81,2.785,3.185,3.246,-4.466,-7.607,-8.079,10.028,0.981,0,0,0,0,6695,15328,0.014,0.025,73990,43290,10100,20600,16366,53147,0.034,0.112,-93.9784946236559,-86.71875
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,31655,7800,2700,42155,0.755,34780,82.5,10988,0.738,12.008,3.435,4.058,4.154,17.802,17.701,17.649,10.872,9.476,0,0,0,0,659,1464,0.001,0.001,7210,3510,1300,2400,1783,7394,0.004,0.016,-99.1397849462366,-98.4375
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,529935,167200,51300,748435,13.403,643424,86,179265,13.654,-6.192,2.644,3.147,3.224,-9.314,-8.705,-8.686,9.49,-4.436,0,0,0,0,1349,44686,0.003,0.011,143020,65520,25900,51600,4060,170825,0.009,0.36,-80.6451612903226,-96.484375
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,134105,37200,13400,184705,3.308,147188,79.7,51349,3.124,3.855,3.398,4.149,4.269,16.537,20.361,20.906,9.739,-1.925,0,0,0,0,180,9988,0,0.01,31170,12870,6800,11500,1116,23824,0.002,0.05,-97.3118279569892,-99.21875
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,62745,16200,5900,84845,1.519,73784,87,24241,1.566,9.077,3.666,4.384,4.497,25.744,27.165,27.361,11.159,12.37,0,0,0,0,571,5535,0.001,0.006,15020,7020,3000,5000,2522,13087,0.005,0.028,-98.494623655914,-98.046875
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,177660,54800,16000,248460,4.45,175424,70.6,54348,3.723,-4.924,2.448,2.863,2.928,-16.054,-16.948,-17.085,7.9,-20.447,0,0,0,0,1896,19469,0.004,0.012,54250,29250,8100,16900,6856,47795,0.014,0.101,-94.5698924731183,-94.53125
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,2200,600,8290,0.148,7634,92.1,1818,0.162,-16.124,2.159,2.748,2.841,-25.948,-20.292,-19.531,9.066,-8.704,0,0,0,0,241,530,0.001,0.001,2070,1170,200,700,682,1361,0.001,0.003,-99.8387096774194,-99.609375
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,2200,600,7120,0.128,5964,83.8,1652,0.127,-30.702,1.897,2.496,2.587,-34.93,-27.592,-26.731,6.849,-31.03,0,0,0,0,376,561,0.001,0.001,2070,1170,200,700,385,1254,0.001,0.003,-99.8387096774194,-99.609375
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4026555,1169800,387600,5583955,100,4712191,84.388,1383488,100,0,2.916,3.448,3.531,0,0,0,9.931,0,0,0,0,0,41003,240614,0.086,0.294,1075110,518310,195600,361200,121640,882726,0.256,1.86,0,0
