"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-02-06,"EX",1063987,2.242,911213,2.271,62675,0,2500,65175,6.126,2.937,0,0,0,0,11700,0,1500,13200,1.241,63970,17351,46619,6.012,98.151,3.156,2018,0.19,3.257,370,1648,20215,1.9,1.121,3.98,40660,23310,17350,3.821,2.191,4.462,2.558,370,1648,0.035,0.155,2761,17455,0.259,1.641,0.303,1.916,0.918,-1.004,7.608,1.471,40.767,30.999,38.442,44.907
"GA",2021-02-06,"GA",2701819,5.694,2362643,5.887,108925,0,4500,113425,4.198,5.112,0,0,0,0,21060,0,2700,23760,0.879,101630,17054,84576,3.762,89.601,5.014,4683,0.173,4.83,115,4568,20543,0.76,13.029,4.045,59342,42288,17054,2.196,1.565,2.512,1.79,115,4568,0.004,0.169,799,19743,0.03,0.731,0.034,0.836,0.194,10.512,12.11,13.127,-11.942,-10.221,-20.435,3.505
"RI",2021-02-06,"RI",319914,0.674,270788,0.675,17615,0,600,18215,5.694,0.821,0,0,0,0,3510,0,400,3910,1.222,17016,3281,13735,5.319,93.418,0.839,394,0.123,2.37,47,347,5873,1.836,1.224,1.156,10148,6868,3280,3.172,2.147,3.748,2.536,47,347,0.015,0.108,896,4977,0.28,1.556,0.331,1.838,0.465,2.635,5.321,0.974,24.481,21.81,14.928,41.997
"MD",2021-02-06,"MD",6779888,14.288,5695623,14.193,280725,0,11600,292325,4.312,13.175,0,0,0,0,52650,0,6900,59550,0.878,252946,105404,147542,3.731,86.529,12.478,6943,0.102,2.822,506,6437,66993,0.988,7.112,13.19,179175,73771,105404,2.643,1.088,3.146,1.295,506,6437,0.007,0.095,5564,61429,0.082,0.906,0.098,1.079,0.283,-4.168,9.56,8.266,-12.668,-7.79,-4.239,-28.042
"MC",2021-02-06,"MC",1511251,3.185,1237479,3.084,73265,0,3000,76265,5.046,3.437,0,0,0,0,14040,0,1800,15840,1.048,73503,30111,43392,4.864,96.378,3.626,1144,0.076,1.581,-164,1308,17203,1.138,-0.428,3.387,51807,21696,30111,3.428,1.436,4.186,1.753,-164,1308,-0.011,0.087,5447,11756,0.36,0.778,0.44,0.95,-0.316,-11.474,6.416,5.681,13.846,7.912,24.203,-5.026
"NC",2021-02-06,"NC",661197,1.393,552935,1.378,33495,0,1300,34795,5.262,1.568,0,0,0,0,5850,0,800,6650,1.006,32388,12741,19647,4.898,93.082,1.598,942,0.142,2.996,134,808,9063,1.371,0.521,1.784,22565,9824,12741,3.413,1.486,4.081,1.777,135,808,0.02,0.122,3357,5707,0.508,0.863,0.607,1.032,0.602,-5.035,8.962,4.123,14.716,12.563,23.659,-1.72
"PV",2021-02-06,"PV",2220504,4.68,1898123,4.73,91080,0,3600,94680,4.264,4.267,0,0,0,0,16380,0,2200,18580,0.837,69899,25748,44151,3.148,73.827,3.448,1540,0.069,2.253,577,963,14919,0.672,2.748,2.937,47824,22075,25749,2.154,0.994,2.52,1.163,577,963,0.026,0.043,2971,11948,0.134,0.538,0.157,0.629,1.221,20.772,4.561,-0.929,-26.325,-8.825,-21.957,-34.259
"CE",2021-02-06,"CE",84202,0.177,66158,0.165,1980,0,200,2180,2.589,0.098,0,0,0,0,0,0,0,0,0,2177,306,1871,2.585,99.862,0.107,21,0.025,0.974,7,14,328,0.39,0,0.065,1241,935,306,1.474,1.11,1.876,1.413,6,14,0.007,0.017,40,287,0.048,0.341,0.06,0.434,0.486,14.286,1.52,-2.048,-39.548,-44.633,-46.594,-26.587
"ML",2021-02-06,"ML",87076,0.184,66178,0.165,1980,0,200,2180,2.504,0.098,0,0,0,0,0,0,0,0,0,2394,249,2145,2.749,109.817,0.118,2,0.002,0.084,3,-1,400,0.459,-12.664,0.079,1322,1072,250,1.518,1.231,1.998,1.62,3,-1,0.003,-0.001,18,383,0.021,0.44,0.027,0.579,0.227,12.5,-0.093,-13.348,-35.87,-46.739,-45,-18.585
"FFAA",2021-02-06,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-02-06,"ES",47450795,100,40129822,100,2131155,0,87600,2218755,4.676,100,0,0,0,0,397800,0,51900,449700,0.948,2027118,592301,1434817,4.272,91.363,100,38958,0.082,1.96,4459,34499,507905,1.07,-1.18,100,1309709,717408,592301,2.76,1.512,3.264,1.788,4458,34499,0.009,0.073,77704,430200,0.164,0.907,0.194,1.072,0.342,-6.299,5.052,-0.196,0,0,0,0
