"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,32450,0,1000,33450,2.926,29125,87.1,254,3.015,30.497,0.024,0.028,0.029,21.268,19.753,19.673,2.737,34.447,0,0,0,0,254,1512,0.001,0.004,11725,10725,1000,0,254,17779,0.001,0.037,-96.3257199602781,-95
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,56080,0,1800,57880,5.063,57871,99.98,1191,5.99,-11.09,0.044,0.05,0.051,123.927,116.565,115.457,2.142,5.203,0,0,0,0,1041,1390,0.002,0.025,20325,18525,1800,0,1191,24525,0.003,0.052,-94.8361469712016,-85
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,8840,0,200,9040,0.791,8049,89,44,0.833,17.314,0.014,0.016,0.017,-30.133,-30.193,-30.224,2.516,23.575,0,0,0,0,44,288,0,0.001,3125,2925,200,0,44,4223,0,0.009,-99.1062562065541,-100
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,147540,0,4700,152240,13.316,120168,78.9,719,12.439,-6.804,0.011,0.013,0.013,-46.129,-45.767,-45.756,1.772,-12.946,0,0,0,0,243,15678,0.001,0.011,53450,48750,4700,0,719,84219,0.002,0.177,-82.4230387288977,-90
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,38360,0,1200,39560,3.46,36730,92.8,934,3.802,8.639,0.062,0.075,0.078,213.95,224.252,225.72,2.43,19.373,0,0,0,0,934,2627,0.002,0.01,13875,12675,1200,0,934,20539,0.002,0.043,-95.7298907646475,-90
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,17700,0,500,18200,1.592,12991,71.4,299,1.345,14.277,0.045,0.054,0.055,129.716,132.312,132.669,1.965,-3.498,0,0,0,0,299,1157,0.001,0.006,6350,5850,500,0,299,6434,0.001,0.014,-98.609731876862,-95
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,47205,0,1400,48605,4.251,28069,57.7,390,2.905,-9.16,0.018,0.021,0.021,-10.78,-11.73,-11.876,1.264,-37.913,0,0,0,0,390,2543,0.001,0.012,17000,15600,1400,0,390,12676,0.001,0.027,-97.3187686196624,-95
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1005,0,200,1205,0.105,1080,89.6,29,0.112,-40.454,0.034,0.044,0.045,74.955,88.317,90.114,1.283,-37.002,0,0,0,0,0,99,0,0.001,200,0,200,0,29,322,0,0.001,-99.9006951340616,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1005,0,200,1205,0.105,1297,107.6,29,0.134,-42.719,0.033,0.044,0.045,69.18,88.26,90.498,1.49,-26.842,0,0,0,0,29,8,0,0.001,200,0,200,0,29,292,0,0.001,-99.9006951340616,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1107600,0,35700,1143300,100,966097,84.501,9341,100,0,0.02,0.023,0.024,0,0,0,2.036,0,0,0,0,0,7026,68155,0.015,0.294,399375,363675,35700,0,9341,478056,0.02,1.007,0,0
