"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-02-23,"EX",1063987,2.242,911213,2.271,88415,9300,5400,103115,9.691,2.847,0,0,0,0,14040,5000,0,19040,1.789,94462,18404,76058,8.878,91.608,2.984,1620,0.152,1.745,1480,140,14418,1.355,-2.607,2.667,56433,38029,18404,5.304,3.574,6.193,4.173,1480,140,0.139,0.013,8742,5676,0.822,0.533,0.959,0.623,2.693,8.853,0.37,-16.197,33.095,26.985,28.613,40.377
"GA",2021-02-23,"GA",2701819,5.694,2362643,5.887,153385,23800,9800,186985,6.921,5.162,0,0,0,0,24570,12800,0,37370,1.383,170544,54440,116104,6.312,91.207,5.388,7401,0.274,4.537,7211,190,32888,1.217,14.893,6.083,112492,58052,54440,4.164,2.149,4.761,2.457,7211,190,0.267,0.007,32219,669,1.192,0.025,1.364,0.028,6.849,23.416,0.328,-73.442,-5.374,-9.343,0.97,-15.593
"RI",2021-02-23,"RI",319914,0.674,270788,0.675,23465,2800,1400,27665,8.648,0.764,0,0,0,0,3510,1500,0,5010,1.566,24905,6519,18386,7.785,90.023,0.787,716,0.224,2.96,635,81,3229,1.009,4.363,0.597,15712,9193,6519,4.911,2.874,5.802,3.395,635,81,0.198,0.025,2559,670,0.8,0.209,0.945,0.247,4.212,5.265,0.889,1.056,16.766,13.353,19.083,12.883
"MD",2021-02-23,"MD",6779888,14.288,5695623,14.193,398895,59800,25400,484095,7.14,13.365,0,0,0,0,65520,32100,0,97620,1.44,382180,42650,339530,5.637,78.947,12.074,3341,0.049,0.882,2273,1068,35772,0.528,-11.687,6.616,212415,169765,42650,3.133,2.504,3.729,2.981,2273,1068,0.034,0.016,22689,13083,0.335,0.193,0.398,0.23,1.082,-7.411,0.633,-18.236,-15.496,-6.46,-24.03,-1.65
"MC",2021-02-23,"MC",1511251,3.185,1237479,3.084,103685,13300,6600,123585,8.178,3.412,0,0,0,0,16380,7100,0,23480,1.554,108290,14736,93554,7.166,87.624,3.421,1872,0.124,1.759,741,1131,15763,1.043,-1.727,2.915,61513,46777,14736,4.07,3.095,4.971,3.78,741,1131,0.049,0.075,7956,7807,0.526,0.517,0.643,0.631,1.219,1.389,2.478,-4.711,7.41,7.127,-1.309,21.563
"NC",2021-02-23,"NC",661197,1.393,552935,1.378,46365,5800,2900,55065,8.328,1.52,0,0,0,0,7020,3100,0,10120,1.531,51816,11636,40180,7.837,94.1,1.637,4259,0.644,8.956,3510,749,10581,1.6,45.704,1.957,31726,20090,11636,4.798,3.038,5.738,3.633,3510,749,0.531,0.113,6553,4028,0.991,0.609,1.185,0.728,12.44,100.704,3.873,0.776,17.516,9.117,16.343,19.324
"PV",2021-02-23,"PV",2220504,4.68,1898123,4.73,127350,19600,7900,154850,6.974,4.275,0,0,0,0,19890,10500,0,30390,1.369,114568,24764,89804,5.16,73.986,3.62,1887,0.085,1.675,1543,344,16279,0.733,9.299,3.011,69666,44902,24764,3.137,2.022,3.67,2.366,1543,344,0.069,0.015,13135,3144,0.592,0.142,0.692,0.166,2.265,11.135,0.772,2.244,-22.65,-8.654,-23.933,-20.581
"CE",2021-02-23,"CE",84202,0.177,66158,0.165,4320,800,400,5520,6.556,0.152,0,0,0,0,0,400,0,400,0.475,5526,3352,2174,6.563,100.109,0.175,317,0.376,6.086,316,1,1767,2.099,4.742,0.327,4439,1087,3352,5.272,1.291,6.71,1.643,316,1,0.375,0.001,1649,118,1.958,0.14,2.493,0.178,7.664,5.367,0.092,-3.279,-1.13,-14.124,27.837,-49.293
"ML",2021-02-23,"ML",87076,0.184,66178,0.165,3150,800,400,4350,4.996,0.12,0,0,0,0,0,400,0,400,0.459,4095,1571,2524,4.703,94.138,0.129,1,0.001,0.024,1,0,1025,1.177,-19.418,0.19,2833,1262,1571,3.253,1.449,4.281,1.907,1,0,0.001,0,1015,10,1.166,0.011,1.534,0.015,0.035,-7.221,0,-94.382,-29.891,-34.783,-21.12,-43.087
"FFAA",2021-02-23,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-02-23,"ES",47450795,100,40129822,100,3012165,418000,192000,3622165,7.634,100,0,0,0,0,483210,224200,0,707410,1.491,3165191,748581,2416610,6.67,87.384,100,74840,0.158,2.422,63596,11244,540679,1.139,2.257,100,1956886,1208305,748581,4.124,2.546,4.876,3.011,63596,11244,0.134,0.024,429296,111383,0.905,0.235,1.07,0.278,3.359,6.85,0.939,-12.276,0,0,0,0
