"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-01-14,"EX",1063987,2.242,911213,2.271,32450,0,1000,33450,3.144,2.936,0,0,1000,1000,10725,0,1000,11725,1.102,17862,17862,0,1.679,53.399,2.642,3569,3569,0,0.335,24.97,14553,14553,0,1.368,24.014,3.104,17862,17862,0,1.679,0,1.679,1.96,0,1.96,3569,0,0.335,0,14553,0,1.368,0,1.597,0,24.97,24.014,NA,NA,17.841,30.955,17.825,NA
"GA",2021-01-14,"GA",2701819,5.694,2362643,5.887,56080,0,1800,57880,2.142,5.08,0,0,1800,1800,18525,0,1800,20325,0.752,44014,44014,0,1.629,76.044,6.509,6269,6269,0,0.232,16.609,23749,23749,0,0.879,9.913,5.065,44014,44014,0,1.629,0,1.629,1.863,0,1.863,6269,0,0.232,0,23749,0,0.879,0,1.005,0,16.609,9.913,NA,NA,14.313,-10.783,14.316,NA
"RI",2021-01-14,"RI",319914,0.674,270788,0.675,8840,0,200,9040,2.826,0.793,0,0,200,200,2925,0,200,3125,0.977,5385,5385,0,1.683,59.569,0.796,734,734,0,0.229,15.782,4527,4527,0,1.415,15.22,0.966,5385,5385,0,1.683,0,1.683,1.989,0,1.989,734,0,0.229,0,4527,0,1.415,0,1.672,0,15.782,15.22,NA,NA,18.101,17.656,18.105,NA
"MD",2021-01-14,"MD",6779888,14.288,5695623,14.193,147540,0,4700,152240,2.245,13.361,0,0,4700,4700,48750,0,4700,53450,0.788,63385,63385,0,0.935,41.635,9.374,14157,14157,0,0.209,28.758,52048,52048,0,0.768,27.282,11.101,63385,63385,0,0.935,0,0.935,1.113,0,1.113,14157,0,0.209,0,52048,0,0.768,0,0.914,0,28.758,27.282,NA,NA,-34.392,-6.488,-34.386,NA
"MC",2021-01-14,"MC",1511251,3.185,1237479,3.084,38360,0,1200,39560,2.618,3.472,0,0,1200,1200,12675,0,1200,13875,0.918,21739,21739,0,1.438,54.952,3.215,1834,1834,0,0.121,9.214,14452,14452,0,0.956,4.823,3.082,21739,21739,0,1.438,0,1.438,1.757,0,1.757,1834,0,0.121,0,14452,0,0.956,0,1.168,0,9.214,4.823,NA,NA,0.942,9.011,0.912,NA
"NC",2021-01-14,"NC",661197,1.393,552935,1.378,17700,0,500,18200,2.753,1.597,0,0,500,500,5850,0,500,6350,0.96,8314,8314,0,1.257,45.681,1.23,894,894,0,0.135,12.049,5354,5354,0,0.81,16.038,1.142,8314,8314,0,1.257,0,1.257,1.504,0,1.504,894,0,0.135,0,5354,0,0.81,0,0.968,0,12.049,16.038,NA,NA,-11.701,14.645,-11.789,NA
"PV",2021-01-14,"PV",2220504,4.68,1898123,4.73,47205,0,1400,48605,2.189,4.266,0,0,1400,1400,15600,0,1400,17000,0.766,20003,20003,0,0.901,41.154,2.958,2232,2232,0,0.101,12.56,12269,12269,0,0.553,10.263,2.617,20003,20003,0,0.901,0,0.901,1.054,0,1.054,2232,0,0.101,0,12269,0,0.553,0,0.646,0,12.56,10.263,NA,NA,-36.795,-8.846,-36.772,NA
"CE",2021-01-14,"CE",84202,0.177,66158,0.165,1005,0,200,1205,1.431,0.106,0,0,200,200,0,0,200,200,0.238,911,911,0,1.082,75.602,0.135,91,91,0,0.108,11.098,335,335,0,0.398,22.263,0.071,911,911,0,1.082,0,1.082,1.377,0,1.377,91,0,0.108,0,335,0,0.398,0,0.506,0,11.098,22.263,NA,NA,-23.729,-40.113,-24.07,NA
"ML",2021-01-14,"ML",87076,0.184,66178,0.165,1005,0,200,1205,1.384,0.106,0,0,200,200,0,0,200,200,0.23,1098,1098,0,1.261,91.12,0.162,93,93,0,0.107,9.254,672,672,0,0.772,8.213,0.143,1098,1098,0,1.261,0,1.261,1.659,0,1.659,93,0,0.107,0,672,0,0.772,0,1.015,0,9.254,8.213,NA,NA,-11.957,-42.391,-11.509,NA
"FFAA",2021-01-14,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-01-14,"ES",47450795,100,40129822,100,1103700,0,35700,1139400,2.401,100,0,0,35700,35700,359775,0,35700,395475,0.833,676186,676186,0,1.425,59.346,100,94548,94548,0,0.199,16.255,468863,468863,0,0.988,14.831,100,676186,676186,0,1.425,0,1.425,1.685,0,1.685,94548,0,0.199,0,468863,0,0.988,0,1.168,0,16.255,14.831,NA,NA,0,0,0,NA
